Geographic Name,Race Origin,Income Level,Year,Measure Names,Measure Values
Clayton County,  Some other race alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clayton County,  Asian alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clayton County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),1481
Clayton County,Total,Median Nonfamily Income,2007-2011,Margin of Error (+/-),1479
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Estimate,26470
Clayton County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Estimate,60833
Clayton County,  Two or more races,Median Nonfamily Income,2007-2011,Estimate,102917
Clayton County,  Some other race alone,Median Nonfamily Income,2007-2011,Estimate,
Clayton County,  Asian alone,Median Nonfamily Income,2007-2011,Estimate,
Clayton County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Estimate,
Clayton County,  Black/African American alone,Median Nonfamily Income,2007-2011,Estimate,
Clayton County,  White alone,Median Nonfamily Income,2007-2011,Estimate,26561
Clayton County,Total,Median Nonfamily Income,2007-2011,Estimate,26629
Clayton County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Margin of Error (+/-),1594
Clayton County,Hispanic or Latino origin,Per Capita Income,2017-2021,Margin of Error (+/-),6180
Clayton County,  Two or more races,Per Capita Income,2017-2021,Margin of Error (+/-),17323
Clayton County,  Some other race alone,Per Capita Income,2017-2021,Margin of Error (+/-),7535
Clayton County,  Asian alone,Per Capita Income,2017-2021,Margin of Error (+/-),17114
Clayton County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Margin of Error (+/-),6862
Clayton County,  Black/African American alone,Per Capita Income,2017-2021,Margin of Error (+/-),8996
Clayton County,  White alone,Per Capita Income,2017-2021,Margin of Error (+/-),1593
Clayton County,Total,Per Capita Income,2017-2021,Margin of Error (+/-),1562
Clayton County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Estimate,
Clayton County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Estimate,31947
Clayton County,Hispanic or Latino origin,Per Capita Income,2017-2021,Estimate,17349
Clayton County,  Two or more races,Per Capita Income,2017-2021,Estimate,24517
Clayton County,  Some other race alone,Per Capita Income,2017-2021,Estimate,22141
Clayton County,  Asian alone,Per Capita Income,2017-2021,Estimate,23766
Clayton County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Estimate,11300
Clayton County,  Black/African American alone,Per Capita Income,2017-2021,Estimate,24936
Clayton County,  White alone,Per Capita Income,2017-2021,Estimate,31698
Clayton County,Total,Per Capita Income,2017-2021,Estimate,31435
Clayton County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Margin of Error (+/-),1427
Clayton County,Hispanic or Latino origin,Per Capita Income,2012-2016,Margin of Error (+/-),3901
Clayton County,  Two or more races,Per Capita Income,2012-2016,Margin of Error (+/-),7563
Clayton County,  Some other race alone,Per Capita Income,2012-2016,Margin of Error (+/-),
Clayton County,  Asian alone,Per Capita Income,2012-2016,Margin of Error (+/-),12078
Clayton County,  American Indian and Alaska Native alone,Per Capita Income,2012-2016,Margin of Error (+/-),10181
Clayton County,  Black/African American alone,Per Capita Income,2012-2016,Margin of Error (+/-),3759
Clayton County,  White alone,Per Capita Income,2012-2016,Margin of Error (+/-),1392
Clayton County,Total,Per Capita Income,2012-2016,Margin of Error (+/-),1384
Clayton County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Estimate,
Clayton County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Estimate,27586
Clayton County,Hispanic or Latino origin,Per Capita Income,2012-2016,Estimate,10028
Clayton County,  Two or more races,Per Capita Income,2012-2016,Estimate,13229
Clayton County,  Some other race alone,Per Capita Income,2012-2016,Estimate,
Clayton County,  Asian alone,Per Capita Income,2012-2016,Estimate,19075
Clayton County,  American Indian and Alaska Native alone,Per Capita Income,2012-2016,Estimate,13535
Clayton County,  Black/African American alone,Per Capita Income,2012-2016,Estimate,9043
Clayton County,  White alone,Per Capita Income,2012-2016,Estimate,27241
Clayton County,Total,Per Capita Income,2012-2016,Estimate,26960
Clayton County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Margin of Error (+/-),839
Clayton County,Hispanic or Latino origin,Per Capita Income,2007-2011,Margin of Error (+/-),3174
Clayton County,  Two or more races,Per Capita Income,2007-2011,Margin of Error (+/-),6273
Clayton County,  Some other race alone,Per Capita Income,2007-2011,Margin of Error (+/-),11490
Clayton County,  Asian alone,Per Capita Income,2007-2011,Margin of Error (+/-),33690
Clayton County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Margin of Error (+/-),3724
Clayton County,  Black/African American alone,Per Capita Income,2007-2011,Margin of Error (+/-),9364
Clayton County,  White alone,Per Capita Income,2007-2011,Margin of Error (+/-),824
Clayton County,Total,Per Capita Income,2007-2011,Margin of Error (+/-),814
Clayton County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Estimate,
Clayton County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Estimate,23892
Clayton County,Hispanic or Latino origin,Per Capita Income,2007-2011,Estimate,10519
Clayton County,  Two or more races,Per Capita Income,2007-2011,Estimate,13981
Clayton County,  Some other race alone,Per Capita Income,2007-2011,Estimate,21752
Clayton County,  Asian alone,Per Capita Income,2007-2011,Estimate,54122
Clayton County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Estimate,6500
Clayton County,  Black/African American alone,Per Capita Income,2007-2011,Estimate,17444
Clayton County,  White alone,Per Capita Income,2007-2011,Estimate,23784
Clayton County,Total,Per Capita Income,2007-2011,Estimate,23485
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clinton County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Margin of Error (+/-),2833
Clinton County,Hispanic or Latino origin,Median Household Income,2017-2021,Margin of Error (+/-),16827
Clinton County,  Two or more races,Median Household Income,2017-2021,Margin of Error (+/-),36262
Clinton County,  Some other race alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clinton County,  Asian alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clinton County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Margin of Error (+/-),51126
Clinton County,  Black/African American alone,Median Household Income,2017-2021,Margin of Error (+/-),5719
Clinton County,  White alone,Median Household Income,2017-2021,Margin of Error (+/-),2415
Clinton County,Total,Median Household Income,2017-2021,Margin of Error (+/-),2149
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Estimate,
Clinton County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Estimate,57126
Clinton County,Hispanic or Latino origin,Median Household Income,2017-2021,Estimate,44531
Clinton County,  Two or more races,Median Household Income,2017-2021,Estimate,42420
Clinton County,  Some other race alone,Median Household Income,2017-2021,Estimate,
Clinton County,  Asian alone,Median Household Income,2017-2021,Estimate,
Clinton County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Estimate,107770
Clinton County,  Black/African American alone,Median Household Income,2017-2021,Estimate,20192
Clinton County,  White alone,Median Household Income,2017-2021,Estimate,56886
Clinton County,Total,Median Household Income,2017-2021,Estimate,56345
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Margin of Error (+/-),
Clinton County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Margin of Error (+/-),2050
Clinton County,Hispanic or Latino origin,Median Household Income,2012-2016,Margin of Error (+/-),21909
Clinton County,  Two or more races,Median Household Income,2012-2016,Margin of Error (+/-),4829
Clinton County,  Some other race alone,Median Household Income,2012-2016,Margin of Error (+/-),
Clinton County,  Asian alone,Median Household Income,2012-2016,Margin of Error (+/-),12947
Clinton County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Margin of Error (+/-),
Clinton County,  Black/African American alone,Median Household Income,2012-2016,Margin of Error (+/-),7328
Clinton County,  White alone,Median Household Income,2012-2016,Margin of Error (+/-),2043
Clinton County,Total,Median Household Income,2012-2016,Margin of Error (+/-),2880
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Estimate,
Clinton County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Estimate,51639
Clinton County,Hispanic or Latino origin,Median Household Income,2012-2016,Estimate,45167
Clinton County,  Two or more races,Median Household Income,2012-2016,Estimate,36897
Clinton County,  Some other race alone,Median Household Income,2012-2016,Estimate,
Clinton County,  Asian alone,Median Household Income,2012-2016,Estimate,35764
Clinton County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Estimate,
Clinton County,  Black/African American alone,Median Household Income,2012-2016,Estimate,17258
Clinton County,  White alone,Median Household Income,2012-2016,Estimate,51558
Clinton County,Total,Median Household Income,2012-2016,Estimate,50067
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Margin of Error (+/-),
Clinton County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Margin of Error (+/-),1845
Clinton County,Hispanic or Latino origin,Median Household Income,2007-2011,Margin of Error (+/-),17096
Clinton County,  Two or more races,Median Household Income,2007-2011,Margin of Error (+/-),9414
Clinton County,  Some other race alone,Median Household Income,2007-2011,Margin of Error (+/-),10760
Clinton County,  Asian alone,Median Household Income,2007-2011,Margin of Error (+/-),276865
Clinton County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Margin of Error (+/-),48623
Clinton County,  Black/African American alone,Median Household Income,2007-2011,Margin of Error (+/-),17781
Clinton County,  White alone,Median Household Income,2007-2011,Margin of Error (+/-),1803
Clinton County,Total,Median Household Income,2007-2011,Margin of Error (+/-),1620
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Estimate,
Clinton County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Estimate,48602
Clinton County,Hispanic or Latino origin,Median Household Income,2007-2011,Estimate,52639
Clinton County,  Two or more races,Median Household Income,2007-2011,Estimate,38520
Clinton County,  Some other race alone,Median Household Income,2007-2011,Estimate,42717
Clinton County,  Asian alone,Median Household Income,2007-2011,Estimate,241250
Clinton County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Estimate,35893
Clinton County,  Black/African American alone,Median Household Income,2007-2011,Estimate,24018
Clinton County,  White alone,Median Household Income,2007-2011,Estimate,48707
Clinton County,Total,Median Household Income,2007-2011,Estimate,48063
Clinton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clinton County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Margin of Error (+/-),3581
Clinton County,Hispanic or Latino origin,Median Family Income,2017-2021,Margin of Error (+/-),
Clinton County,  Two or more races,Median Family Income,2017-2021,Margin of Error (+/-),93409
Clinton County,  Some other race alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clinton County,  Asian alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clinton County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clinton County,  Black/African American alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clinton County,  White alone,Median Family Income,2017-2021,Margin of Error (+/-),3687
